Nombre del Producto,Identificador (No Cambiar),Es un Servicio,Se Vende,Descripción,Categoría,Marca,Unidad de Venta,Código de Barras,SKU,Variantes de Tamaño,Variantes de Color,Variantes de Material,Variantes de Estilo,Usa Lotes,Lote,Fabricación del Lote,Caducidad del Lote,Utiliza Stock,Stock Total ,Stock Mínimo ,Stock Apartado ,Ubicación ,Precio Público,Precio PERSONAL,Precio DESCUENTO PROMOCION,Costo,Impuestos,IVA,IEPS,Clave SAT,Receta Médica,Catálogo en Línea
FINASTERIDA 5 MG TABLETA,finasterida-5-mg-tableta,No,Si,NOVAG ,MEDICAMENTO,NOVAG,Unidad,7501075718157,,,,,,Si,580145,,01/05/2027,Si,1.00,,0.00,,$ 180.00,$ 59.00,,$ 58.89,No,,,,No,Si
FINASTERIDA 5 MG TABLETA,finasterida-5-mg-tableta,No,Si,NOVAG ,MEDICAMENTO,NOVAG,Unidad,7501075718157,,,,,,Si,580304,,01/09/2026,Si,1.00,,0.00,,$ 180.00,$ 59.00,,$ 58.89,No,,,,No,Si
FEXOFENADINA 180MG TABLETA,fexofenadina-180mg-tableta,No,Si,RAAM,MEDICAMENTO,,Unidad,7502227875568,,,,,,Si,,,,Si,0.00,,,,$ 200.00,$ 52.00,,$ 51.89,No,,,,No,Si
FEXOFENADINA 180MG COMPRIMIDO (10),fexofenadina-180mg-comprimido,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349025059,,,,,,Si,U23D315,,01/12/2025,Si,0.00,,0.00,,$ 200.00,$ 39.00,,$ 38.79,No,,,,No,Si
FEXOFENADINA 120mg TABLETAS,fexofenadina-120,No,Si,BIOMEP,MEDICAMENTO,,Unidad,7501573904151,,,,,,Si,,,,Si,0.00,,,,$ 120.00,$ 30.00,,$ 29.89,No,,,,No,Si
FEXOFENADINA 120MG COMPRIMIDO (10),fexofenadina-120mg-comprimido,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349027060,,,,,,Si,,,,Si,0.00,,,,$ 120.00,$ 25.00,,$ 24.29,No,,,,No,Si
FERULA METALICA PARA DEDO,ferula-metalica-para-dedo,No,Si,PHARMA&PHARMA,MATERIAL DE CURACION,,Unidad,6650465800017,,,,,,Si,230801,,01/08/2028,Si,1.00,,0.00,,$ 105.00,$ 38.00,,$ 37.22,No,,,,No,Si
FENAZOPIRIDINA 100MG TABLETA (20),fenazopiridina-100mg-tableta-20,No,Si,BIORESEARCH,MEDICAMENTO,BIORESEARCH,Unidad,7501563380194,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 22.00,,$ 21.79,No,,,,No,Si
FENAZOPIRIDINA 100MG TABLETA,fenazopiridina-100mg-tableta,No,Si,,MEDICAMENTO,MAVI,Unidad,785118752477,,,,,,Si,5F0969,,01/06/2027,Si,0.00,,0.00,,$ 98.00,$ 35.00,,$ 34.59,No,,,,No,Si
FENAZOPIRIDINA 100MG TABLETA,fenazopiridina-100mg-tableta_3,No,Si,BIORESEARCH,MEDICAMENTO,,Unidad,7501563380101,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 19.00,,$ 18.09,No,,,,No,Si
FENAZOPIRIDINA,fenazopiridina,No,Si,,MEDICAMENTO,BIORESEARCH,Unidad,7501563380637,,,,,,Si,24433,,01/08/2027,Si,2.00,,0.00,,$ 98.00,$ 23.00,,$ 22.89,No,,,,No,Si
ETORIXOCIB 90MG COMPRIMIDO,etorixocib-90mg-comprimido,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009746482,,,,,,Si,,,,Si,0.00,,,,$ 135.00,$ 55.00,,$ 54.19,No,,,,No,Si
ETORICOXIB 90MG COMPRIMIDO,etoricoxib-90mg-comprimido,No,Si,,MEDICAMENTO,AMSA,Unidad,7501349027787,,,,,,Si,U25T103,,01/10/2027,Si,2.00,,0.00,,$ 135.00,$ 51.00,,$ 50.49,No,,,,No,Si
ETORICOXIB 120MG TABLETA,etoricoxib-120mg-tableta,No,Si,SUANCA,MEDICAMENTO,,Unidad,7503028771592,,,,,,Si,,,,Si,0.00,,,,$ 165.00,$ 47.00,,$ 46.42,No,,,,No,Si
ETORICOXIB 120MG COMPRIMIDO,etoricoxib-120mg-comprimido,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009746499,,,,,,Si,253971,,01/07/2027,Si,0.00,,0.00,,$ 165.00,$ 58.00,,$ 57.49,No,,,,No,Si
ETORICOXIB 120MG COMPRIMIDO,etoricoxib-120mg-comprimido,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009746499,,,,,,Si,253978,,01/07/2027,Si,0.00,,0.00,,$ 165.00,$ 58.00,,$ 57.49,No,,,,No,Si
ETORICOXIB 120MG COMPRIMIDO,etoricoxib-120mg-comprimido_2,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349027930,,,,,,Si,U25S058,,01/09/2027,Si,1.00,,0.00,,$ 165.00,$ 46.00,,$ 45.89,No,,,,No,Si
ESTROGENOS CONJUGADOS 62.5MG/100M CREMA,estrogenos-conjugados-62-5mg-100m-crema,No,Si,DANKEL MEDICAL,MEDICAMENTO,,Unidad,7502256040364,,,,,,Si,,,,Si,0.00,,,,$ 300.00,$ 144.09,,$ 144.09,No,,,,No,Si
ESTRADIOL/ NORETISTERONA 5MG/50MG SOLUCION INYECTABLE,estradiol-noretisterona-5mg-50mg-solucion-inyectable,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001163867,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 31.00,,$ 30.19,No,,,,No,Si
ESTRADIOL/ NORESTISTERONA 5MG-50MG/ML SOLUCION INYECTABLE,estradiol-norestisterona-5mg-50mg-ml-solucion-inyectable,No,Si,BRULUART,MEDICAMENTO,,Unidad,7501537103040,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 47.00,,$ 46.99,No,,,,No,Si
ESCITALOPRAM TAB 10MG ,escitalopram-tab-10mg,No,Si,,MEDICAMENTO,,Unidad,7501349024366,,,,,,Si,,,,Si,0.00,,,,$ 110.00,$ 69.00,,$ 68.19,No,,,,No,Si
ESCITALOPRAM 10MG TABLETA (14),escitalopram-10mg-tableta,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009744938,,,,,,Si,254291,,01/08/2027,Si,2.00,,0.00,,$ 110.00,$ 39.00,,$ 38.29,No,,,,No,Si
ESCITALOPRAAM 10mg TABLETA (28),escitalopraam-10mg-tableta-28,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009744945,,,,,,Si,,,,Si,0.00,,,,$ 205.00,$ 91.00,,$ 90.59,No,,,,No,Si
ERITROMICINA 500MG TABLETA,eritromicina-500mg-tableta,No,Si,ALPHARMA,ANTIBIOTICO,,Unidad,7503003134268,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 40.00,,$ 39.04,No,,,,Si,Si
EQUIPO VENOCLISIS ,equipo-venoclisis,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,2.00,0.00,,,$ 50.00,$ 14.00,,$ 13.68,No,,,,No,Si
ENALAPRIL 10 MG TABLETA,enalapril-10-mg-tableta,No,Si,ULTRA,MEDICAMENTO,,Unidad,7502216792845,,,,,,Si,,,,Si,0.00,,,,$ 65.00,$ 8.00,,$ 7.59,No,,,,No,Si
ELECTROLITO 625ML,suero-625ml,No,Si,SUERO,OTROS,,Unidad,,,,,,,No,,,,Si,15.00,,,,$ 25.00,$ 20.00,,$ 19.69,No,,,,No,Si
ELECTROLITO 355ML ,suero-355ml,No,Si,SUERO,OTROS,,Unidad,,,,,,,No,,,,Si,0.00,,,,$ 20.00,$ 14.00,,$ 13.49,No,,,,No,Si
DULOXETINA 30MG TABLETA,duloxetina-30mg-tableta,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009745485,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 28.00,,$ 27.59,No,,,,No,Si
DROPROPIZINA 3MG/1ML JARABE,dropropizina-3mg-1ml-jarabe,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075725988,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 31.00,,$ 30.09,No,,,,No,Si
DROPROPIZINA 300MG/100ML JARABE,dropropizina-300mg-100ml-jarabe_2,No,Si,LOEFFLER,MEDICAMENTO,,Unidad,7502211789321,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 34.00,,$ 33.99,No,,,,No,Si
DROPROPIZINA 300MG/ 100ML JARABE,dropropizina-300mg-100ml-jarabe,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745560,,,,,,Si,246995,,01/11/2026,Si,2.00,,0.00,,$ 100.00,$ 32.00,,$ 31.99,No,,,,No,Si
DOXICICLINA 100MG TABLETAS,doxiciclina-100mg-tabletas,No,Si,ALPHARMA,ANTIBIOTICO,,Unidad,75017156,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 34.00,,$ 33.12,No,,,,Si,Si
DOXICICLINA 100MG CAPSULAS,doxiciclina-100mg-capsulas,No,Si,,ANTIBIOTICO,KENER,Unidad,7501493888302,,,,,,Si,DX02425,,01/08/2027,Si,2.00,,0.00,,$ 100.00,$ 29.00,,$ 28.69,No,,,,Si,Si
DOXICICLINA 100MG CAPSULA,doxiciclina-100mg-capsula,No,Si,RAAM,ANTIBIOTICO,,Unidad,7502227870259,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 22.00,,$ 21.19,No,,,,Si,Si
DOXICICLINA 100MG CAPSULA,doxiciclina-100mg-capsula_2,No,Si,VITAE LABORATORIO,ANTIBIOTICO,VITAE,Unidad,7501478315793,,,,,,Si,EM2410173,,01/11/2026,Si,0.00,,0.00,,$ 100.00,$ 28.00,,$ 27.09,No,,,,Si,Si
DOXICICLINA 100MG CAPSULA,doxiciclina-100mg-capsula_2,No,Si,VITAE LABORATORIO,ANTIBIOTICO,VITAE,Unidad,7501478315793,,,,,,Si,EM2502024,,01/02/2027,Si,0.00,,0.00,,$ 100.00,$ 28.00,,$ 27.09,No,,,,Si,Si
DIOSMINA/ HISPERIDINA 450MG/50MG TABLETA,diosmina-hisperidina-450mg-50mg-tableta,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745898,,,,,,Si,,,,Si,0.00,,,,$ 155.00,$ 72.00,,$ 71.99,No,,,,No,Si
DIOSMINA-HESPIRIDINA 450MG/50MG TABLETA,diosmina-hespiridina-450mg50mg-tableta,No,Si,MEDIGEN,MEDICAMENTO,,Unidad,7502009747700,,,,,,Si,,,,Si,0.00,,,,$ 155.00,$ 57.00,,$ 56.39,No,,,,No,Si
DIOSMINA-HESPIRIDINA 450MG/50MG TABLETA,diosmina-hespiridina-450mg50mg-tableta_2,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349029460,,,,,,Si,,,,Si,0.00,,,,$ 155.00,$ 44.00,,$ 43.19,No,,,,No,Si
DIOSMINA/ HESPERIDINA 450MG/50MG TABLETA,diosmina-hisperidina-450mg-50mg-tableta_2,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075723724,,,,,,Si,C50485,,01/09/2027,Si,3.00,,0.00,,$ 155.00,$ 55.00,,$ 54.79,No,,,,No,Si
DIMETICONA 10G/100ML SUSPENSION,dimeticona-100mg-ml-suspension,No,Si,DEGORT'S CHEMICAL,MEDICAMENTO,LOEFFLER,Unidad,7502211788690,,,,,,Si,R2503390,,01/03/2027,Si,1.00,,0.00,,$ 100.00,$ 38.00,,$ 37.59,No,,,,No,Si
DIMENHIDRINATO 50MG/ML SOLUCION INYECTABLE ,dimenhidrinato-inyectable,No,Si,,MEDICAMENTO,,Unidad,114,,,,,,No,,,,Si,0.00,,,,$ 65.00,$ 14.00,,$ 14.00,No,,,,No,Si
DIMENHIDRINATO 25MG/ML SOLUCION GOTAS (INFATIL),dimenhidrinato-25-ml-solucion,No,Si,RAYERE- (INFANTIL),MEDICAMENTO,RAYERE,Unidad,7502003388077,,,,,,Si,25117,,01/05/2028,Si,1.00,,0.00,,$ 75.00,$ 40.00,,$ 39.29,No,,,,No,Si
DIMEHIDRINATO 50MG TABLETA,dimehidrinato-50mg-tableta,No,Si,RAYERE,MEDICAMENTO,RAYERE,Unidad,7502003388107,,,,,,Si,25143,,01/06/2027,Si,2.00,,0.00,,$ 98.00,$ 36.00,,$ 35.19,No,,,,No,Si
DIMEHIDRINATO 50MG CAPSULA,dimehidrinato-50mg-capsula,No,Si,,MEDICAMENTO,GELPHARMA,Unidad,7502227425008,,,,,,Si,250833,,01/04/2027,Si,1.00,,0.00,,$ 98.00,$ 28.00,,$ 27.19,No,,,,No,Si
DIFENIDOL 40MG/2ML SOLUCION INYECTABLE C/U,difenidol-40mg-2ml-solucion-inyectable-c-u,No,Si,,MEDICAMENTO,AMSA,Unidad,,,,,,,No,,,,Si,4.00,0.00,,,$ 55.00,$ 14.00,,$ 13.43,No,,,,No,Si
DIFENIDOL 25MG TABLETA,difenidol-25mg-tableta,No,Si,BIORESEARCH ,MEDICAMENTO,,Unidad,7501563370614,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 10.00,,$ 9.93,No,,,,No,Si
DIFENIDOL 25MG TABLETA,difenidol-25mg-tableta_2,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7502227871416,,,,,,Si,RR164,,01/02/2027,Si,2.00,,0.00,,$ 85.00,$ 14.00,,$ 13.39,No,,,,No,Si
DIFENIDOL 25MG TABLETA,difenidol-25mg-tableta_2,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7502227871416,,,,,,Si,RR168,,01/05/2027,Si,2.00,,0.00,,$ 85.00,$ 14.00,,$ 13.39,No,,,,No,Si
DIFENIDOL 25MG TABLETA,difenidol-25mg-tableta_2,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7502227871416,,,,,,Si,RR162,,01/12/2026,Si,1.00,,0.00,,$ 85.00,$ 14.00,,$ 13.39,No,,,,No,Si
DIFENIDOL 25MG TABLETA,difenidol-25mg-tableta_3,No,Si,,MEDICAMENTO,SON´S,Unidad,7502001162532,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 24.00,,$ 23.09,No,,,,No,Si
DIFENHIDRAMINA 25MG CAPSULA,difenhidramina-25mg-capsula,No,Si,,MEDICAMENTO,GELPHARMA,Unidad,7502227424995,,,,,,Si,251099,,01/05/2027,Si,1.00,,0.00,,$ 85.00,$ 18.00,,$ 17.69,No,,,,No,Si
DIFENHIDRAMINA 25MG CAPSULA,difenhidramina-25mg-capsula,No,Si,,MEDICAMENTO,GELPHARMA,Unidad,7502227424995,,,,,,Si,251730,,01/08/2027,Si,2.00,,0.00,,$ 85.00,$ 18.00,,$ 17.69,No,,,,No,Si
DIENOGEST/ ETINILESTRADIOL 2MG/0.03MG  TABLETA  (LUMINANCE),dienogest-etinilestradiol-2mg003mg-tableta,No,Si,,MEDICAMENTO,LIOMONT,Unidad,8437009433942,,,,,,Si,LF37420A,,01/10/2026,Si,1.00,,0.00,,$ 315.00,$ 198.00,,$ 197.00,No,,,,No,Si
DICLOXACILINA 500MG CAPSULA(20),dicloxacilina,No,Si,,ANTIBIOTICO,WANDEL,Unidad,7503001007113,,,,,,Si,C5506,,01/09/2027,Si,0.00,,0.00,,$ 150.00,$ 46.00,,$ 45.79,No,,,,Si,Si
DICLOXACILINA 500MG CAPSULA (20),dicloxacilina-500mg-capsula_3,No,Si,,ANTIBIOTICO,BRULUAGSA,Unidad,7502208892737,,,,,,Si,4111535,,07/01/2027,Si,0.00,,0.00,,$ 150.00,$ 36.00,,$ 35.19,No,,,,Si,Si
DICLOXACILINA 500MG CAPSULA(12),dicloxacilina-500mg-capsula_2,No,Si,WANDEL,ANTIBIOTICO,WANDEL,Unidad,7503001007106,,,,,,Si,C5510,,01/09/2027,Si,1.00,,0.00,,$ 120.00,$ 34.00,,$ 33.99,No,,,,Si,Si
DICLOXACILINA 250MG CAPSULA,dicloxacilina-250mg-capsula,No,Si,WANDEL,ANTIBIOTICO,,Unidad,7503001007298,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 26.00,,$ 25.29,No,,,,Si,Si
DICLOXACILINA 250MG/5ML SUSPENSION,dicloxacilina-250mg-5ml-suspension,No,Si,WANDEL,ANTIBIOTICO,WANDEL,Unidad,7503001007090,,,,,,Si,S5048,,01/01/2027,Si,1.00,,0.00,,$ 98.00,$ 23.00,,$ 22.69,No,,,,Si,Si
DICLOFENACO/ VITAMINA B TABLETA (FORTICAL FORTE),diclofenaco-vitamina-b-tableta,No,Si,SERRAL- (FORTICAL),MEDICAMENTO,SERRAL,Unidad,7501258205085,,,,,,Si,250732,,01/05/2027,Si,4.00,,0.00,,$ 150.00,$ 41.00,,$ 40.19,No,,,,No,Si
DICLOFENACO/ COMPLEJO B TABLETA,diclofenaco-complejo-b-tableta,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216803879,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 28.00,,$ 27.59,No,,,,No,Si
DICLOFENACO 75MG/3ML SOLUCION INYECTABLE C/U,diclofenaco-75mg-3ml-solucion-inyectable-c-u,No,Si,,MEDICAMENTO,AMSA,Unidad,,,,,,,No,,,,Si,3.00,0.00,,,$ 55.00,$ 10.00,,$ 9.00,No,,,,No,Si
DICLOFENACO 2.32%,diclofenaco-232,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083149024,,,,,,Si,25141833,,01/07/2027,Si,2.00,,0.00,,$ 85.00,$ 47.00,,$ 46.09,No,,,,No,Si
DICLOFENACO 1.235% GEL ,diclofenaco-1235-gel,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083141066,,,,,,Si,25141659,,01/06/2027,Si,0.00,,0.00,,$ 85.00,$ 25.00,,$ 24.39,No,,,,No,Si
DICLOFENACO 1.16G/100G GEL,diclofenaco-1-16g-100g-gel,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009740251,,,,,,Si,253147,,01/07/2027,Si,0.00,,0.00,,$ 85.00,$ 23.00,,$ 22.39,No,,,,No,Si
DICLOFENACO 100MG TABLETA,diclofenaco-100mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216802919,,,,,,Si,5DM230A,,01/04/2027,Si,1.00,,0.00,,$ 75.00,$ 8.00,,$ 7.79,No,,,,No,Si
DICLOFENACO 0.18G/100ML SUSPENSION,diclofenaco-0-18g-100ml-suspension,No,Si,LOEFFLER,MEDICAMENTO,LOEFFLER,Unidad,7502211784241,,,,,,Si,,,,Si,0.00,,,,$ 120.00,$ 59.00,,$ 58.69,No,,,,No,Si
DEXTROMETORFANO/ GUAFESINA 0.275G-2.25G/100ML SOLUCION (PEDIATRICO),dextrometorfano-guafesina-0-275g-2-25g-100ml-solucion,No,Si,RAYERE- (PEDIATRICO),MEDICAMENTO,,Unidad,7502003388527,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 22.00,,$ 21.51,No,,,,No,Si
DEXTROMETORFANO/ GUAFENESINA/ FENILEFRINA 0.300MG-2.4MG/100ML JARABE,dextrometorfano-guafenesina-fenilefrina-0-300mg-2-4mg-100ml-jarabe,No,Si,ALLEN LABORATORIO,MEDICAMENTO,ALLEN,Unidad,7501342801100,,,,,,Si,,,,Si,0.00,,,,$ 90.00,$ 23.00,,$ 22.89,No,,,,No,Si
DEXTROMETORFANO/ GUAFENESINA 100MG-1500MG/100ML JARABE (INFANTIL),dextrometorfano-guafenesina-100mg-1500mg-100ml-jarabe,No,Si,BIOMEP- (INFANTIL),MEDICAMENTO,,Unidad,7501573905417,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 16.00,,$ 15.19,No,,,,No,Si
DEXTROMETORFANO/ GUAFENESINA 0.3G-2.0G/100ML JARABE (ADULTO),dextrometorfano-guafenesina-0-3g-2-0g-100ml-jarabe,No,Si,DEGORT'S CHEMICAL- (ADULTO),MEDICAMENTO,,Unidad,7501825300274,,,,,,Si,623B,,01/07/2026,Si,1.00,,0.00,,$ 90.00,$ 25.00,,$ 24.83,No,,,,No,Si
DEXTROMETORFANO 15MG/5ML JARABE ,dextrometorfano-15mg5ml-jarabe,No,Si,BRULUART,MEDICAMENTO,BRULUART,Unidad,7501537101961,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 18.00,,$ 17.59,No,,,,No,Si
DEXTROMETORFANO 15MG/5ML JARABE,dextrometorfano-15mg5ml-jarabe_2,No,Si,BIORESEARCH,MEDICAMENTO,,Unidad,7501563380408,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 10.00,,$ 9.32,No,,,,No,Si
DEXTROMETORFANO 15MG/5ML JARABE,dextrometorfano-15mg5ml-jarabe_3,No,Si,,MEDICAMENTO,BIORESEARCH,Unidad,7501563370997,,,,,,Si,21895,,01/05/2027,Si,2.00,,0.00,,$ 85.00,$ 12.00,,$ 11.59,No,,,,No,Si
DEXPANTENOL 5% CREMA,dexpantenol-5-crema,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745997,,,,,,Si,246788,,01/11/2026,Si,0.00,,0.00,,$ 90.00,$ 22.00,,$ 21.53,No,,,,No,Si
DEXKETOPROFENO 25MG TABLETA,desketoprofeno-25mg-tableta,No,Si,,MEDICAMENTO,MAVER,Unidad,7502009746222,,,,,,Si,255135,,01/09/2027,Si,2.00,,0.00,,$ 198.00,$ 64.00,,$ 63.09,No,,,,No,Si
DEXKETOPROFENO 25MG TABLETA,desketoprofeno-25mg-tableta_2,No,Si,,MEDICAMENTO,MAVER,Unidad,7502009748844,,,,,,Si,252339,,01/05/2027,Si,0.00,,0.00,,$ 198.00,$ 115.00,,$ 114.42,No,,,,No,Si
DEXAMETASONA/NEOMICINA/LIDOCAINA SOLUCION OTICA (DEXNE OTI),dexametasona-neomicina-lidocaina-solucion-otica,No,Si,OFFENBACH- (DEXNE OTICO),MEDICAMENTO,OFFENBACH,Unidad,7502004401508,,,,,,Si,251079,,22/10/2027,Si,2.00,,0.00,,$ 115.00,$ 42.00,,$ 41.29,No,,,,No,Si
DEXAMETASONA/NEOMICINA GOTAS OFTALMICAS (DEXNE OFTAL),dexametasona-neomicina-gotas-oftalmicas,No,Si,OFFEBACH- (DEXNE OFTALMICO),MEDICAMENTO,OFFENBACH,Unidad,7502004401454,,,,,,Si,250104,,10/02/2027,Si,2.00,,0.00,,$ 98.00,$ 36.00,,$ 35.17,No,,,,No,Si
DEXAMETASONA-NEOMICINA 1.0mg/3.5mg/5mL. (SOLDRIN OFTALMICO),dexametazona-neomicina-10mg35mg5ml-soldrin-gotas,No,Si,COLLINS,MEDICAMENTO,COLLIN´S,Unidad,780083139889,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 32.00,,$ 31.80,No,,,,No,Si
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE,dexametasona-8mg-2ml-solucion-inyectable,No,Si,DANKEL MEDICAL ,MEDICAMENTO,DANKEL MEDICAL,Unidad,7502256040067,,,,,,Si,D25263,,01/05/2028,Si,0.00,,0.00,,$ 66.00,$ 9.00,,$ 8.18,No,,,,No,Si
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE,dexametasona-8mg-2ml-solucion-inyectable_2,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349027329,,,,,,Si,B25J200,,01/06/2028,Si,3.00,,0.00,,$ 66.00,$ 9.00,,$ 8.99,No,,,,No,Si
DESLORATADINA 5MG TABLETA (30),desloratadina-5mg-tableta_2,No,Si,,MEDICAMENTO,LANDSTEINER,Unidad,7502247374256,,,,,,Si,L24K0896A,,01/11/2026,Si,0.00,,0.00,,$ 95.00,$ 52.00,,$ 51.89,No,,,,No,Si
DESLORATADINA 5MG TABLETA,desloratadina-5mg-tableta,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745881,,,,,,Si,251120,,01/02/2027,Si,3.00,,0.00,,$ 95.00,$ 31.00,,$ 30.69,No,,,,No,Si
DESLORATADINA 50MG/100ML JARABE,desloratadina-50mg-100ml-jarabe,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573907701,,,,,,Si,LD2502,,01/04/2027,Si,3.00,,0.00,,$ 98.00,$ 34.00,,$ 33.50,No,,,,No,Si
DENFOR 600 COMPRIMIDO,denfor-600-comprimido,No,Si,BIOFARMA NATURAL,MEDICAMENTO,BIOFARMA,Unidad,7501590284939,,,,,,Si,25J13007,,01/06/2027,Si,2.00,,0.00,,$ 190.00,$ 76.00,,$ 75.19,No,,,,No,Si
CROMOGLICATO DE SODIO 40MG/ML SOLUCION OFTLAMICO,cromoglicato-de-sodio-40mg-ml-solucion-oftlamico,No,Si,OPKO,MEDICAMENTO,,Unidad,75053086,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 41.00,,$ 40.99,No,,,,No,Si
CONVIFER CON HIERRO SOLUCION(CHICO),convifer-con-hierro-solucion-chico,No,Si,DEGORT'S CHEMICAL,MEDICAMENTO,DEGORT´S CHEMICAL,Unidad,7501825300175,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 39.00,,$ 38.50,No,,,,No,Si
CONVIFER 220ML SOLUCION(GRANDE),convifer-con-hierro-solucion-grande,No,Si,DEGORT´S CHEMICAL,MEDICAMENTO,DEGORT´S CHEMICAL,Unidad,7501825300991,,,,,,Si,951C,,01/10/2027,Si,2.00,,0.00,,$ 190.00,$ 54.00,,$ 53.79,No,,,,No,Si
"COMPLEJO B (TIAMINA, PIRIDOXINA, CIANOCOBALAMINA)/ DICLOFENACO SOLUCION INYECTABLE (TRIBEDOCE DL)",complejo-b-tiamina-piridoxina-cianocobalamina-diclofenaco-solucion-inyectable,No,Si,,MEDICAMENTO,BRULUART,Unidad,7501537163266,,,,,,Si,2505374,,08/05/2027,Si,0.00,,0.00,,$ 155.00,$ 55.00,,$ 54.69,No,,,,No,Si
"COMPLEJO B (TIAMINA, PIRIDOXINA, CIANOCOBALAMINA)/ DICLOFENACO  5mg INYECTABLE (COMBEDI DL)",diclofenaco-lidocaina-complejo-b-5mg-inyectable,No,Si,AMSA- (COMBEDI DL),MEDICAMENTO,AMSA,Unidad,7501349028586,,,,,,Si,B25G005,,01/08/2027,Si,2.00,,0.00,,$ 155.00,$ 55.00,,$ 54.79,No,,,,No,Si
"COMPLEJO B (TIAMINA, PIRIDOXINA, CIANOCOBALAMINA)/ DEXAMETASONA 4MG SOLUCION INYECTABLE (COMBEDI DX)",complejo-b-dexametasona-lidocaina-4mg-solucion-inyectable,No,Si,AMSA- (COMBEDI DX),MEDICAMENTO,AMSA,Unidad,7501349029613,,,,,,Si,B25G007,,01/08/2027,Si,5.00,,0.00,,$ 165.00,$ 65.00,,$ 64.15,No,,,,No,Si
COMPLEJO B (TIAMINA/ PIRIDOXINA/ CIANOCOBALAMINA) CAPSULA,tiamina-piridoxina-cianocobalamina-capsula,No,Si,ZEBETYN,MEDICAMENTO,GELPHARMA,Unidad,7502227426111,,,,,,Si,250875,,01/04/2027,Si,2.00,,0.00,,$ 110.00,$ 26.00,,$ 25.19,No,,,,No,Si
COMPLEJO B (TIAMINA/PIRIDOXINA/CIANOCOBALAMINA 100MG/50MG/10MG) INYECTABLE (COMBEDI),tiamina-piridoxina-cianocobalamina-100mg-50mg-10mg-inyectable,No,Si,AMSA- (COMBEDI),MEDICAMENTO,AMSA,Unidad,7501349029019,,,,,,Si,B25F001,,01/02/2027,Si,1.00,,0.00,,$ 165.00,$ 66.00,,$ 65.79,No,,,,No,Si
